,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,like,decision,match
4168,male,25.0,29.0,European,European,1,2.0,1.0,Biology,25.0,20.0,30.0,15.0,5.0,5.0,3.0,7.0,7.0,5.0,7.0,4.0,4.0,0,0
4169,male,25.0,26.0,European,Black,0,2.0,1.0,Biology,25.0,20.0,30.0,15.0,5.0,5.0,6.0,7.0,8.0,8.0,7.0,5.0,7.0,1,0
4170,male,25.0,26.0,European,European,1,2.0,1.0,Biology,25.0,20.0,30.0,15.0,5.0,5.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,1,1
4171,male,25.0,32.0,European,European,1,2.0,1.0,Biology,25.0,20.0,30.0,15.0,5.0,5.0,3.0,7.0,8.0,3.0,8.0,3.0,4.0,0,0
4173,male,25.0,26.0,European,Asian,0,2.0,1.0,Biology,25.0,20.0,30.0,15.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,0
4174,male,25.0,24.0,European,Latino,0,2.0,1.0,Biology,25.0,20.0,30.0,15.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,0,0
4175,male,25.0,24.0,European,European,1,2.0,1.0,Biology,25.0,20.0,30.0,15.0,5.0,5.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,1,0
4176,male,25.0,23.0,European,Asian,0,2.0,1.0,Biology,25.0,20.0,30.0,15.0,5.0,5.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,1,1
4177,male,25.0,23.0,European,European,1,2.0,1.0,Biology,25.0,20.0,30.0,15.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,1,0
4178,male,25.0,25.0,European,European,1,2.0,1.0,Biology,25.0,20.0,30.0,15.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,0,0
4179,male,27.0,28.0,European,Latino,0,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,10.0,8.0,8.0,8.0,5.0,5.0,8.0,1,0
4180,male,27.0,33.0,European,Asian,0,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,3.0,6.0,8.0,4.0,5.0,4.0,4.0,0,0
4181,male,27.0,22.0,European,European,1,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,6.0,5.0,7.0,6.0,5.0,5.0,7.0,1,0
4182,male,27.0,26.0,European,Asian,0,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,5.0,4.0,4.0,3.0,5.0,2.0,6.0,0,0
4183,male,27.0,24.0,European,Asian,0,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,7.0,5.0,7.0,3.0,10.0,2.0,3.0,0,0
4184,male,27.0,24.0,European,European,1,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,6.0,7.0,5.0,5.0,6.0,7.0,8.0,1,0
4185,male,27.0,25.0,European,Other,0,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,5.0,7.0,6.0,6.0,7.0,4.0,7.0,1,0
4186,male,27.0,25.0,European,European,1,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,5.0,5.0,7.0,4.0,9.0,8.0,6.0,0,0
4187,male,27.0,27.0,European,Asian,0,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,6.0,7.0,9.0,5.0,9.0,5.0,6.0,0,0
4188,male,27.0,26.0,European,Asian,0,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,3.0,7.0,9.0,3.0,5.0,3.0,5.0,0,0
4189,male,27.0,29.0,European,European,1,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,6.0,7.0,7.0,5.0,3.0,4.0,8.0,1,0
4190,male,27.0,26.0,European,Black,0,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,6.0,7.0,9.0,7.0,8.0,6.0,8.0,1,0
4191,male,27.0,26.0,European,European,1,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,5.0,4.0,6.0,3.0,3.0,2.0,4.0,1,0
4192,male,27.0,32.0,European,European,1,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,6.0,8.0,8.0,5.0,3.0,3.0,5.0,1,1
4194,male,27.0,26.0,European,Asian,0,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,5.0,5.0,6.0,7.0,8.0,3.0,3.0,0,0
4195,male,27.0,24.0,European,Latino,0,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,10.0,8.0,8.0,8.0,10.0,5.0,8.0,1,0
4196,male,27.0,24.0,European,European,1,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,8.0,10.0,10.0,7.0,7.0,8.0,9.0,1,0
4197,male,27.0,23.0,European,Asian,0,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,7.0,9.0,10.0,6.0,9.0,9.0,8.0,1,1
4198,male,27.0,23.0,European,European,1,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,5.0,6.0,7.0,4.0,6.0,2.0,4.0,0,0
4199,male,27.0,25.0,European,European,1,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,9.0,6.0,3.0,6.0,5.0,4.0,6.0,1,0
4200,male,23.0,28.0,Black,Latino,0,1.0,1.0,Electrical Engineering,25.0,15.0,20.0,20.0,10.0,10.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,1,0
4202,male,23.0,22.0,Black,European,0,1.0,1.0,Electrical Engineering,25.0,15.0,20.0,20.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,1,0
4203,male,23.0,26.0,Black,Asian,0,1.0,1.0,Electrical Engineering,25.0,15.0,20.0,20.0,10.0,10.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,0,0
4204,male,23.0,24.0,Black,Asian,0,1.0,1.0,Electrical Engineering,25.0,15.0,20.0,20.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,1,1
4205,male,23.0,24.0,Black,European,0,1.0,1.0,Electrical Engineering,25.0,15.0,20.0,20.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,1,0
4206,male,23.0,25.0,Black,Other,0,1.0,1.0,Electrical Engineering,25.0,15.0,20.0,20.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,1,1
4208,male,23.0,27.0,Black,Asian,0,1.0,1.0,Electrical Engineering,25.0,15.0,20.0,20.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,1,1
4210,male,23.0,29.0,Black,European,0,1.0,1.0,Electrical Engineering,25.0,15.0,20.0,20.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,0
4211,male,23.0,26.0,Black,Black,1,1.0,1.0,Electrical Engineering,25.0,15.0,20.0,20.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1,1
4212,male,23.0,26.0,Black,European,0,1.0,1.0,Electrical Engineering,25.0,15.0,20.0,20.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,1
4213,male,23.0,32.0,Black,European,0,1.0,1.0,Electrical Engineering,25.0,15.0,20.0,20.0,10.0,10.0,7.0,7.0,7.0,0.0,7.0,0.0,7.0,1,0
4214,male,23.0,28.0,Black,European,0,1.0,1.0,Electrical Engineering,25.0,15.0,20.0,20.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,0
4218,male,23.0,23.0,Black,Asian,0,1.0,1.0,Electrical Engineering,25.0,15.0,20.0,20.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,1,1
4219,male,23.0,23.0,Black,European,0,1.0,1.0,Electrical Engineering,25.0,15.0,20.0,20.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1,1
4220,male,23.0,25.0,Black,European,0,1.0,1.0,Electrical Engineering,25.0,15.0,20.0,20.0,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,1,0
4221,male,27.0,28.0,Asian,Latino,0,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,0
4222,male,27.0,33.0,Asian,Asian,1,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,6.0,6.0,1.0,1.0,0,0
4223,male,27.0,22.0,Asian,European,0,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0
4224,male,27.0,26.0,Asian,Asian,1,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,0
4225,male,27.0,24.0,Asian,Asian,1,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1,0
4226,male,27.0,24.0,Asian,European,0,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0
4227,male,27.0,25.0,Asian,Other,0,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,6.0,10.0,1,1
4228,male,27.0,25.0,Asian,European,0,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,1,0
4229,male,27.0,27.0,Asian,Asian,1,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,1,0
4230,male,27.0,26.0,Asian,Asian,1,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,1,0
4231,male,27.0,29.0,Asian,European,0,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0
4232,male,27.0,26.0,Asian,Black,0,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0
4233,male,27.0,26.0,Asian,European,0,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0
4235,male,27.0,28.0,Asian,European,0,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0
4236,male,27.0,26.0,Asian,Asian,1,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0,0
4237,male,27.0,24.0,Asian,Latino,0,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0
4238,male,27.0,24.0,Asian,European,0,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,9.0,9.0,9.0,9.0,6.0,1,1
4239,male,27.0,23.0,Asian,Asian,1,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,9.0,5.0,9.0,9.0,6.0,1,0
4240,male,27.0,23.0,Asian,European,0,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,1,0
4241,male,27.0,25.0,Asian,European,0,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0
4263,male,24.0,28.0,Other,Latino,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.5,1,0
4264,male,24.0,33.0,Other,Asian,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.5,1,1
4265,male,24.0,22.0,Other,European,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1,0
4266,male,24.0,26.0,Other,Asian,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,0
4267,male,24.0,24.0,Other,Asian,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,0
4268,male,24.0,24.0,Other,European,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1,0
4269,male,24.0,25.0,Other,Other,1,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,1,0
4270,male,24.0,25.0,Other,European,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,0
4271,male,24.0,27.0,Other,Asian,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,1
4272,male,24.0,26.0,Other,Asian,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,0
4273,male,24.0,29.0,Other,European,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,0
4274,male,24.0,26.0,Other,Black,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,0
4275,male,24.0,26.0,Other,European,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,0
4276,male,24.0,32.0,Other,European,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,0
4277,male,24.0,28.0,Other,European,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,1,0
4278,male,24.0,26.0,Other,Asian,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,0
4279,male,24.0,24.0,Other,Latino,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,1,0
4280,male,24.0,24.0,Other,European,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1,0
4281,male,24.0,23.0,Other,Asian,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,0
4282,male,24.0,23.0,Other,European,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,0
4283,male,24.0,25.0,Other,European,0,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1,0
4295,male,22.0,26.0,European,Black,0,4.0,7.0,Mathematics,10.0,15.0,25.0,15.0,15.0,20.0,8.0,7.0,8.0,7.0,5.0,8.0,5.0,1,0
4307,male,22.0,22.0,Asian,European,0,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,8.0,1,0
4308,male,22.0,26.0,Asian,Asian,1,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,7.0,7.0,5.0,5.0,6.0,9.0,7.0,1,0
4309,male,22.0,24.0,Asian,Asian,1,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,1,0
4310,male,22.0,24.0,Asian,European,0,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,8.0,6.0,7.0,6.0,6.0,6.0,7.0,1,0
4311,male,22.0,25.0,Asian,Other,0,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,4.0,4.0,4.0,5.0,1,0
4312,male,22.0,25.0,Asian,European,0,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,4.0,5.0,0,0
4313,male,22.0,27.0,Asian,Asian,1,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,1,0
4314,male,22.0,26.0,Asian,Asian,1,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,4.0,6.0,5.0,4.0,5.0,7.0,4.0,0,0
4315,male,22.0,29.0,Asian,European,0,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,6.0,8.0,6.0,6.0,5.0,6.0,6.0,1,0
4317,male,22.0,26.0,Asian,European,0,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,10.0,9.0,1,0
4318,male,22.0,32.0,Asian,European,0,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,5.0,9.0,7.0,5.0,5.0,6.0,6.0,1,0
4320,male,22.0,26.0,Asian,Asian,1,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,9.0,9.0,9.0,9.0,6.0,10.0,9.0,1,0
4322,male,22.0,24.0,Asian,European,0,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,1,0
4323,male,22.0,23.0,Asian,Asian,1,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,1,0
4324,male,22.0,23.0,Asian,European,0,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,9.0,6.0,8.0,9.0,6.0,7.0,8.5,1,0
4325,male,22.0,25.0,Asian,European,0,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,10.0,7.0,9.0,8.0,7.0,6.0,8.0,1,0
4326,male,27.0,28.0,European,Latino,0,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,4.0,6.0,5.0,8.0,5.0,5.0,5.0,0,0
4327,male,27.0,33.0,European,Asian,0,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,3.0,6.0,6.0,4.0,4.0,5.0,4.0,0,0
4328,male,27.0,22.0,European,European,1,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,0,0
4329,male,27.0,26.0,European,Asian,0,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,5.0,7.0,3.0,4.0,5.0,5.0,5.0,0,0
4330,male,27.0,24.0,European,Asian,0,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,1,0
4331,male,27.0,24.0,European,European,1,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,0,0
4332,male,27.0,25.0,European,Other,0,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,0,0
4333,male,27.0,25.0,European,European,1,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,4.0,5.0,5.0,5.0,6.0,5.0,4.0,0,0
4334,male,27.0,27.0,European,Asian,0,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,4.0,6.0,5.0,4.0,5.0,5.0,5.0,0,0
4335,male,27.0,26.0,European,Asian,0,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,0,0
4336,male,27.0,29.0,European,European,1,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,4.0,7.0,7.0,6.0,5.0,5.0,6.0,0,0
4337,male,27.0,26.0,European,Black,0,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,6.0,5.0,7.0,7.0,6.0,7.0,7.0,1,1
4338,male,27.0,26.0,European,European,1,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,0,0
4339,male,27.0,32.0,European,European,1,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,3.0,6.0,5.0,3.0,5.0,3.0,3.0,0,0
4340,male,27.0,28.0,European,European,1,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,7.0,6.0,7.0,6.0,5.0,5.0,6.0,1,1
4341,male,27.0,26.0,European,Asian,0,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,3.0,6.0,3.0,3.0,3.0,3.0,4.0,0,0
4343,male,27.0,24.0,European,European,1,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,1,1
4344,male,27.0,23.0,European,Asian,0,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,4.0,6.0,5.0,6.0,5.0,3.0,5.0,0,0
4345,male,27.0,23.0,European,European,1,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,5.0,7.0,3.0,3.0,3.0,3.0,3.0,0,0
4346,male,27.0,25.0,European,European,1,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0
4347,male,28.0,28.0,Asian,Latino,0,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,7.0,6.0,6.0,5.0,7.0,2.0,5.0,0,0
4348,male,28.0,33.0,Asian,Asian,1,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,2.0,3.0,6.0,2.0,6.0,2.0,3.0,0,0
4349,male,28.0,22.0,Asian,European,0,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,5.0,9.0,8.0,7.0,6.0,5.0,8.0,1,0
4350,male,28.0,26.0,Asian,Asian,1,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,7.0,4.0,7.0,4.0,7.0,3.0,4.0,0,0
4351,male,28.0,24.0,Asian,Asian,1,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,6.0,8.0,8.0,8.0,7.0,7.0,7.0,1,1
4352,male,28.0,24.0,Asian,European,0,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,7.0,8.0,6.0,6.0,6.0,5.0,7.0,1,0
4354,male,28.0,25.0,Asian,European,0,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,4.0,3.0,7.0,5.0,5.0,5.0,5.0,0,0
4355,male,28.0,27.0,Asian,Asian,1,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,5.0,3.0,4.0,2.0,5.0,2.0,4.0,0,0
4356,male,28.0,26.0,Asian,Asian,1,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,4.0,2.0,6.0,2.0,7.0,2.0,3.0,0,0
4357,male,28.0,29.0,Asian,European,0,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,6.0,9.0,9.0,7.0,6.0,8.0,8.0,1,0
4358,male,28.0,26.0,Asian,Black,0,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,7.0,9.0,8.0,8.0,5.0,7.0,8.0,1,1
4359,male,28.0,26.0,Asian,European,0,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,8.0,8.0,5.0,5.0,6.0,7.0,7.0,1,0
4360,male,28.0,32.0,Asian,European,0,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,0,0
4361,male,28.0,28.0,Asian,European,0,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,8.0,9.0,8.0,8.0,3.0,6.0,8.0,1,1
4362,male,28.0,26.0,Asian,Asian,1,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,7.0,6.0,5.0,5.0,6.0,3.0,5.0,0,0
4363,male,28.0,24.0,Asian,Latino,0,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,10.0,9.0,8.0,6.0,5.0,8.0,8.0,1,1
4364,male,28.0,24.0,Asian,European,0,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,9.0,9.0,10.0,9.0,8.0,9.0,9.0,1,1
4365,male,28.0,23.0,Asian,Asian,1,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,0,0
4366,male,28.0,23.0,Asian,European,0,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,5.0,5.0,4.0,3.0,2.0,1.0,2.0,0,0
4367,male,28.0,25.0,Asian,European,0,1.0,2.0,MBA ,20.0,30.0,10.0,20.0,0.0,20.0,6.0,4.0,4.0,6.0,3.0,2.0,4.0,0,0
4368,male,34.0,28.0,European,Latino,0,2.0,6.0,genetics,30.0,10.0,30.0,10.0,5.0,15.0,8.0,7.0,6.0,5.0,4.0,4.0,3.0,0,0
4369,male,34.0,33.0,European,Asian,0,2.0,6.0,genetics,30.0,10.0,30.0,10.0,5.0,15.0,2.0,5.0,6.0,5.0,5.0,4.0,4.0,0,0
4370,male,34.0,22.0,European,European,1,2.0,6.0,genetics,30.0,10.0,30.0,10.0,5.0,15.0,3.0,6.0,6.0,5.0,6.0,4.0,4.0,0,0
4371,male,34.0,26.0,European,Asian,0,2.0,6.0,genetics,30.0,10.0,30.0,10.0,5.0,15.0,3.0,6.0,6.0,4.0,4.0,5.0,4.0,0,0
4372,male,34.0,24.0,European,Asian,0,2.0,6.0,genetics,30.0,10.0,30.0,10.0,5.0,15.0,7.0,8.0,8.0,7.0,6.0,8.0,7.0,1,0
4373,male,34.0,24.0,European,European,1,2.0,6.0,genetics,30.0,10.0,30.0,10.0,5.0,15.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,1,0
4374,male,34.0,25.0,European,Other,0,2.0,6.0,genetics,30.0,10.0,30.0,10.0,5.0,15.0,7.0,7.0,7.0,6.0,6.0,4.0,6.0,1,0
4375,male,34.0,25.0,European,European,1,2.0,6.0,genetics,30.0,10.0,30.0,10.0,5.0,15.0,3.0,3.0,8.0,5.0,7.0,8.0,3.0,0,0
4376,male,34.0,27.0,European,Asian,0,2.0,6.0,genetics,30.0,10.0,30.0,10.0,5.0,15.0,4.0,6.0,9.0,7.0,8.0,5.0,6.0,0,0
4377,male,34.0,26.0,European,Asian,0,2.0,6.0,genetics,30.0,10.0,30.0,10.0,5.0,15.0,5.0,7.0,8.0,6.0,7.0,3.0,4.0,0,0
